topology,seed,riskS_mean_baseline,belief_var_mean_baseline,gini_mean_baseline,abs_ret_mean_baseline,stable_hit_baseline,time_to_stability_baseline,riskS_mean_policy,belief_var_mean_policy,gini_mean_policy,abs_ret_mean_policy,dP_mean,gate_mean,stable_hit_policy,time_to_stability_policy,delta_riskS_mean,delta_belief_var_mean,delta_abs_ret_mean,delta_gini_mean
scale_free_extreme,3,6.247403747813289,0.0006941642418166,0.612782019698737,0.0019933770422686,1,29,5.002737018625288,0.0006852860347848376,0.23325027003791063,0.0018580395784057926,0.004562274473510346,0.39929854079969096,1,29,-1.2446667291880011,-8.878207031762426e-06,-0.00013533746386280724,-0.37953174966082637
scale_free_extreme,4,19.82401622942374,0.0006778979486502,0.6997167097829439,0.0038167213508707,1,29,3.889852330122503,0.0006716171366817644,0.23121520887229663,0.0017008353192195472,0.004569070596240067,0.43285639139371007,1,29,-15.934163899301238,-6.280811968435523e-06,-0.002115886031651153,-0.46850150091064724
scale_free_extreme,5,6.02256297841637,0.0006796189971085,0.7298080139570124,0.0020396103404262,1,29,5.21627232207997,0.0006683110572944295,0.23290189704947245,0.002021399351533714,0.004575203622256476,0.4006917476113632,1,176,-0.8062906563364001,-1.1307939814070539e-05,-1.8210988892485968e-05,-0.49690611690754
scale_free_extreme,6,6.096722940196664,0.0006880562312817,0.6777593666560034,0.0022425918869839,1,29,42.29613616722087,0.0006702979682928068,0.22671873687487662,0.005330324019290091,0.004565019587462411,0.29008778638561283,1,29,36.19941322702421,-1.7758262988893238e-05,0.0030877321323061913,-0.4510406297811268
scale_free_extreme,7,26.54066345128935,0.0006944081503711,0.6324598658780847,0.0045537616598676,1,29,3.433791498378876,0.000676208376117228,0.2350216337401525,0.0016130210585823485,0.0045668917523681305,0.4467482729330463,1,29,-23.106871952910474,-1.8199774253871946e-05,-0.0029407406012852515,-0.39743823213793217
scale_free_extreme,8,27.003048932029103,0.0006833441760724,0.6343673600702698,0.0044965983531998,1,29,4.882855616766495,0.0006650929204228218,0.23172776908422152,0.0019512065867384725,0.004573104459717665,0.4029771147477453,1,29,-22.120193315262608,-1.8251255649578274e-05,-0.0025453917664613277,-0.4026395909860483
scale_free_extreme,9,9.579835910810989,0.0006972035987475,0.6450837303823519,0.0025275845976587,1,29,5.820705624226084,0.0006766265755153994,0.23089818204645587,0.0021399790055876035,0.004562489998611477,0.37780588479005656,1,29,-3.759130286584904,-2.0577023232100627e-05,-0.00038760559207109664,-0.41418554833589605
small_world_clustered,0,5.732731018049654,0.000729748193096,0.1395252108925135,0.0019409535390847,1,29,4.486240299695614,0.0006883373612999494,0.22702857034449955,0.0018475310437139,0.004550876439193479,0.4160410137176438,1,29,-1.24649071835404,-4.141083179605063e-05,-9.342249537080006e-05,0.08750335945198606
small_world_clustered,1,4.434912769839366,0.0007127075522841,0.1282871844197627,0.0017407181259541,1,29,5.114727701595396,0.0006734904605170335,0.22333210543025678,0.0020436206884420324,0.004567099305825464,0.39629230019259054,1,29,0.67981493175603,-3.921709176706652e-05,0.0003029025624879324,0.09504492101049408
small_world_clustered,10,5.674735942678762,0.0007332142005193,0.1464400285422162,0.0020714871660825,1,29,22.025537715267696,0.0006847500897537732,0.22524065660678752,0.0037843589451851335,0.004561026167147052,0.28999882882044054,1,29,16.350801772588934,-4.846411076552676e-05,0.0017128717791026335,0.07880062806457133
small_world_clustered,11,6.494674781681426,0.0007220344865937,0.1364363791210708,0.0022183760194503,1,29,8.048531144055465,0.0006832898005342517,0.22795415265568983,0.0024441479426416004,0.004556231763041903,0.3303606785722859,0,-1,1.553856362374039,-3.8744686059448245e-05,0.00022577192319130036,0.09151777353461904
small_world_clustered,12,8.638051559740441,0.0007184177590787,0.1624327443055275,0.0025189492913949,1,29,5.763605526001394,0.0006723680801043146,0.22486178951216224,0.0020257471146397778,0.004556867073366154,0.37858687971235155,1,29,-2.874446033739048,-4.604967897438544e-05,-0.0004932021767551221,0.062429045206634726
small_world_clustered,13,17.184893085542303,0.0007078871652864,0.135747650158049,0.0035077123369149,1,29,8.526232063350381,0.0006838103357488103,0.22541299146031876,0.002487504545048895,0.004562229059552856,0.3704618474881369,1,29,-8.658661022191922,-2.4076829537589706e-05,-0.001020207791866005,0.08966534130226977
